Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Tipo de documento,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Região da instituição de defesa,UF da instituição de defesa,Natureza administrativa da instituição de defesa,Latitude da instituição de defesa,Longitude da instituição de defesa,Identificador único da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Identificador único do Programa de Pós-Graduação da instituição de defesa,Área do conhecimento,Área de avaliação,Direitos,Grau,Assuntos em português,Assuntos em inglês,URL do documento
"Oliveira Soares, Janaina Martins||Domingues Pinheiro, Leisson||Macedo Ramalho, Maurícia||Flexa Di Paolo, Ítalo",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Registros de patentes de gel facial a base de bicarbonato de sódio e clara de ovo para tratamento de melasma,Não informado pela instituição,Publicação independente,EDIÇÃO INDEPENDENTE,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Patentes||Melanose||Documentos||Tecnologia de Produtos,Não informado pela instituição,http://www.recien.com.br/index.php/Recien/article/view/185
"Dias, Giziane Carla||Mazieri, Marcos Rogerio",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,As patentes como sinal de qualidade para startups alcançarem investimentos de venture capital – uma revisão sistemática da literatura,Não informado pela instituição,Universidade Nove de Julho (UNINOVE),UNINOVE,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Startups; Patentes; Venture capital.||Startups; Patents; Venture capital.,Não informado pela instituição,https://periodicos.uninove.br/gep/article/view/13489
"Scartassini, Verônica Barboza||Moura, Ana Maria Mielniczuk de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Relação entre produção de artigos e patentes da Universidade Federal do Rio Grande do Sul e o financiamento de pesquisa,2020,Universidade Federal do Rio Grande do Sul (UFRGS),UFRGS,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Produção científica||Cientometria||Patentes||Financiamento da pesquisa : Brasil,Science||Technology||Articles||Patents||Research funding||Universidade Federal do Rio Grande do Sul,http://hdl.handle.net/10183/215415
"Cóser Sobrinho, Inaiara||Brandão, Marcos Antônio Fernandes||Raposo, Nádia Rezende Barbosa||Gonçalves, Eduardo",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"Determinantes das patentes em ciências da vida e da saúde nas universidades federais de Minas Gerais, Brasil: uma análise de dados em painel para o período 1995-2016",2018-06-25,Universidade Federal de Juiz de Fora (UFJF),UFJF,Brasil,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Atividades científicas e tecnológicas||Tecnologia da informação||Patentes||Inovação||Scientific and technical activities||Information technology||Patents||Innovation,Não informado pela instituição,http://dx.doi.org/10.1590/0102-311x00097517||https://repositorio.ufjf.br/jspui/handle/ufjf/7493
"Abrantes, Paula Cotrim de||Barros Junior, Daniel||Silva, Elisângela Aparecida da||Islabão, Genízia Islabão||Santos, Douglas Alves",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"Estudo comparativo de bases gratuitas de patentes: patentscope (wipo), espacenet (epo), buscaweb (inpi/br)",Não informado pela instituição,Universidade Tecnológica Federal do Paraná (UTFPR),UTFPR,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Ciências Sociais Aplicadas e Planejamento em Ciência e Tecnologia||Patente; Bases de patente gratuitas; Ferramentas de busca; Patentscope; Espacenet; BuscaWeb (INPI/BR),Não informado pela instituição,https://periodicos.utfpr.edu.br/rts/article/view/14516
"Schlittler, Luiz André Felizardo Silva||Antunes, Adelaide Maria de Souza||Junior, Nei Pereira",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Technological prospection of second generation ethanol production processes: an overview through the analysis of patent applications.,Não informado pela instituição,Ensino Superior do Piauí (AESPI),AESPI,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,http://www.revistageintec.net/index.php/revista/article/view/1193
"Cesso, Marcus Vinicius||Ferraz, Renato Ribeiro Nogueira||Storopoli, José Eduardo",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,PATENT INFORMATION AS SOURCE FOR INNOVATION AND DISSEMINATION OF TECHNOLOGICAL KNOWLEDGE ON DISTANCE EDUCATION FOR CONTINUED MEDICAL EDUCATION,Não informado pela instituição,Universidade do Sul de SC (UNISUL),UNISUL,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Patent2net||Enseñanza a Distancia||Educación Médica Continuada||. La innovación Estrategica.||Patent2net||Enseñanza a Distancia||Educación Médica Continuada||. La innovación Estrategica.||Patent2net||Ensino à Distância||Educação Médica Continuada||Inovação Estratégica.,Não informado pela instituição,https://portaldeperiodicos.animaeducacao.com.br/index.php/EeN/article/view/6366
"Scartassini, Verônica Barboza||Alves, Thiago Monteiro||Bochi, Fernanda||Gabriel Junior, Rene Faustino||Moura, Ana Maria Mielniczuk de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Prioritary patents filed in Brazil and protected by the Patent Cooperation Treaty (PCT) route,Não informado pela instituição,Universidade Federal do Paraná (UFPR),UFPR,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Ciência da Informação||Patentometria; Patentes Brasileiras; Tratado de Cooperação de Patentes (PCT); Derwent Innovation Index||: Patentometric; Brazilian Patents; Patent Cooperation Treaty (PCT); Derwent Innovation Index.,Não informado pela instituição,https://revistas.ufpr.br/atoz/article/view/70281
"Dias, Fabrícia Ribeiro||Arruda, Paulo César Andrade||Xavier, Simone dos Santos||Ghesti, Grace Ferreira||Braga, Patricia Regina Sobral||Conceição, Maria Hosana||Nascimento, Paulo Gustavo Barboni Dantas",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,ANÁLISE PROSPECTIVA DA PATENTE “REAPROVEITAMENTO DE FIBRAS DE ACETATO DE CELULOSE E FILTROS DE CIGARRO PARA OBTENÇÃO DE CELULOSE E PAPEL” – PI 0305004-1,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/23040
"Nutels, Lucas Moura||Wanderley, Amanda Barbosa||Borges, Arthur Luy Tavares Ferreira||Arruda, José Rodrigo||Santos, Mailde Jessica Liodoro||Silva, Sâmia Andrícia Souza da||Campesatto, Eliane Aparecida||Escodro, Pierre Barnabé||Baillano, Tatiane Luciano||Uchoa, Silvia Beatriz Beger||Tonholo, Josealdo||Nascimento, Ticiano Gomes do",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Technological assessment of “Coffee” and “Green Coffee”: analysis of food and health patent applications,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Café verde||Ácido clorogênico||Prospecção tecnológica.||Green coffee||Chlorogenic acid||Technological prospecting.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/23077
"Patel, Nilane Françoise||Pezoti, Andressa Razera||Fernandes, Daniel Zanardini||Malfatti, Carlos Ricardo Maneck||Crisostimo, Claudia||Savighago, Vanusa Karini",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Technological assessment of Biological Activity and Technological Processes using Baccharis Genus Based on Patent applications,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Baccharis||. Baccharis atividade||Baccharis processos||Baccharis produtos.||Baccharis||Baccharis activity||Baccharis products.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/23357
"Almeida, Gilliard Castilho de||Dantas, Agnaldo de Almeida||Fachin, Mirelle dos Santos||Ghesti, Grace Ferreira||Nascimento, Paulo Gustavo Barboni Dantas",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Technological Prospection of the Patent (21) BR 10 2012 012197-2 A2: Colorimetric detection of methanol and formol in fuels and cosmetics,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Kit colorimétrico||Metanol e Formol||Combustíveis e cosméticos.||Colorimetric Kit||Methanol and formaldehyde||Fuels and cosmetics.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/26984
"Araujo, Geovane Gomes de||Moreira, Etelvina Maria Marques||Araujo, Lidiane Oliveira||Carvalho, Joelia Marques de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"Patent Production in the State of Ceará: a comparative study between the public institutions of higher education, scientific and technology",Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Prospecção de patentes||Inovação||Informação tecnológica.||Prospecting of patents||Innovation||Technological information.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/27131
"Hasner, Cecilia||Winter, Eduardo||Lima, Araken Alves de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Technological Convergence Applied to Patent Documents on Sugarcane Seedlings’s Production Techniques through Co-classiication Analysis,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Convergência tecnológica||Patentes||Coclassificação||Mudas de cana-de-açúcar.||Technological convergence||Patents||Co-classification||Seedlings of sugarcane.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/27820
"Cerqueira, Tarcísio Magalhães||Silva, Marcelo Miguel da||Ribeiro, Nubia Moura",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"Technological Prospection in Patent Documents that appoint Fosfoetanolamine as a Substance Associated with Diagnosis, Prevention or Treatment of Any Type of Cancer",Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Fosfoetanolamina||Patentes||Prospecção||Phosphoethanolamine||Patents||Prospection.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/28353
"Santos, Renata Torres dos Santos e||Castro, Clívia Danubia Pinho da Costa||Rybka, Ana Cecilia Poloni||Biasoto, Aline Camarão Telles||Silva, Flávio Luiz Honorato da",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Prospective Study of Patent Documents Related to the Production of Alcoholic Beverages Fermented Fruit,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Frutos||Fermentado Alcóolico||Patente.||Fruits||Fermented alcoholic beverage||Patent.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/30515
"Dantas, Danilo Lima||Silva, Aline Priscila de França||Dantas, Diego Lima||Campos, Ana Regina Nascimento||Santana, Renato Alexandre Costa de||Freitas, Juliano Carlo Rufino de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Innovation and Intellectual Property of Juazeiro (Ziziphus joazeiro): a study performed in scientific journals and patent banks,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Prospecção Científica e Tecnológica||Caatinga||Juá.||Scientific and technological prospecting||Caatinga||Juá.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/33871
"Fujita, Allynson Takehiro||Fogatti, Osvaldo de Freitas",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Prospective of Frugal Technologies Related to Public Safety and Forensic: mapping from patent analysis,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Inovação Frugal||Forense||Patentes.||Frugal Innovation||Forensic||Patents.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/38148
"Micaelo, Leonardo Fernandes||Castro, Biancca Scarpeline de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"Patent Licensing in Scientific, Technological and Innovation Institutions in the State of Rio de Janeiro",Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Núcleo de Inovação Tecnológica||Licenciamento de Patentes||Modelo da Hélice Tríplice.||Technological Innovation Center||Patent Licensing||Triple Helix Model.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/42881
"Silva, Marlon Vinicius da||Guenkka, Ternize Mariana||Rabelo, Olivan da Silva||Silva, Fernando Selleri",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Bibliometric and Patent Mapping of Areas Related to the Green Economy: World and Brazil,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Economia Verde||Análise Bibliométrica||Patentes.||Green Economy||Bibliometric Analysis||Patents.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/46232
"Ribeiro, Elaine Nathalie M. Negrão||Mendes, Amílcar Carvalho",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"Mapping Technological Information in Patent Documents: use of Montrichardia linifera (Arruda) Schott in the production of drugs, larvicides and repellents",Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Prospecção||Aninga||Patente.||Prospection||Aninga||Patent.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/46808
"Soares, Alessandra do Valle Abrahão||Pires, Pedro Henrique de Castro||Mello, Lennine Rodrigues de||Ghesti, Grace Ferreira",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Transfer of Technology from the University to the Market: patent case study of cigarette filter recycling process,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Inovação||Transferência de Tecnologia||Interação Universidade-Empresa.||Innovation||Technology transfer||University–industry interaction.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/46876
"Batista, Daniel de Souza||Latif, Abdon Luiz Ornelas||Macedo, Tainara Silva||Santos, Taís Pereira dos",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Cosmetic Patent Prospecting With the Presence of Malus Domestica and Similar Between the Years 2015-2020,Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Malus domestica||Cosméticos||Patentes.||Malus domestica||Cosmetics||Patents.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/48423
"Franchi, Rosângela Aparecida da Silva||Silva, Barbara Manhães Resende da||Barbosa, Tatielli Gonçalves Gregório",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,"Patent Mapping of Coffee Residues Utilization in Brazil, Latin America and the World",Não informado pela instituição,Universidade Federal da Bahia (UFBA),UFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Café||Sustentabilidade||Patentes.||Coffee||Sustainability||Patents.,Não informado pela instituição,https://periodicos.ufba.br/index.php/nit/article/view/50234
"Mello, Raysa Friaça Andrade de; Universidade Federal de Juiz de Fora||Rodrigues, Flávia Couto Ruback; Instituto Federal do Sudeste de Minas Gerais - IF Sudeste MG - Reitoria||Duque, Luciano Polisseni; Instituto Federal do Sudeste de Minas Gerais - IF Sudeste MG - Campus Juiz de Fora",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Análise de Patentes Relacionadas à Geração Distribuída de Energia Elétrica no Brasil / Analysis of Patents Related to the Distributed Generation of Eletricity in Brasil,Não informado pela instituição,Faculdade Santo Agostinho (FSA),FSA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Administração.,Não informado pela instituição,http://www4.unifsa.com.br/revista/index.php/fsa/article/view/2498
"Nedel, Nathalie Kuczura||Corrêa, Maryana Zubiaurre",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Internal processing created from artificial intelligence: an analysis of the patent holder in the light of brazilian legislation,Não informado pela instituição,Universidade Federal de Viçosa (UFV),UFV,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Inventions created by systems equipped with artificial intelligence||Intellectual property law||Patent system in Brazil||Invenções criadas por sistemas dotados de inteligência artificial||Lei de propriedade intelectual||Sistema de patentes no Brasil,Não informado pela instituição,https://periodicos.ufv.br/revistadir/article/view/11976
"Rainatto, Giuliano Carlo||Silva, Marcus Vinicius Cesso da||Silva, Orlando Roque||Andrade, Norberto Almeida de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,A Post-Crisis Innovation -: A study of the variation of patent-protected innovations after viral epidemics,Não informado pela instituição,Universidade Federal Fluminense (UFF),UFF,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Inovação||Propriedade Intelectual||Ciências medicas||Epidemias||Inovação pós crises epidêmicas,Não informado pela instituição,https://www.rasi.vr.uff.br/index.php/rasi/article/view/481
"Maria Lucinda de Donato, Ivânia||Fermam, Ricardo Kropf Santos||Pereira Barretto da Costa Félix , Rodrigo",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Identification of the Brazilian demand for accredited assays for intelligent textiles applied to health through patent analysis,Não informado pela instituição,Universidade Federal Fluminense (UFF),UFF,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://www.revistasg.uff.br/sg/article/view/1739
"Resende, Mylvia David Chiaradia de||Reis, Samuel Marques dos||Minucci, Gabriel Silvestre||Hernandes, Bruna Luiza Tavares||Vasconcellos, Renata Corrêa||Lamounier, Joel Alves",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Use of paracetamol for the treatment of patent ductus arteriosus in premature Newborns: A systematic review,Não informado pela instituição,Universidade Federal de Itajubá (UNIFEI),UNIFEI,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Patent ductus arteriosus||Premature infant||Drug therapy||Acetaminophen.||Conducto arterioso permeable||Recién nacido prematuro||Tratamiento con fármacos||Acetaminofén.||Persistência do canal arterial||Recém-nascido prematuro||Tratamento farmacológico||Paracetamol.,Não informado pela instituição,https://rsdjournal.org/index.php/rsd/article/view/36002
"Feres, Marcos Vinício Chein||Silva, Alan Rossi||Morais, Anderson Resende||Souza, Andressa Mendes de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,The measure of pharmaceutical innovation and patent requests: the case of Chagas disease,Não informado pela instituição,Rede de Pesquisa Empírica em Direito (REED),RPED,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,https://reedrevista.org/reed/article/view/301
"Santos, Mayane Santana Vieira||Santos, Débora Eloá Lima||Moreira, Jane de Jesus da Silveira||Florêncio, Marcio Nannini da Silva||Oliveira Junior, Antonio Martins de",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,article,Technological prospecting on patent bases focusing on food dyes and pigments obtained from natural sources,Não informado pela instituição,Universidade Federal de Itajubá (UNIFEI),UNIFEI,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,Não informado pela instituição,Innovación||Industria alimentaria||Tecnología.||Innovation||Food industry||Technology.||Inovação||Indústria alimentícia||Tecnologia.,Não informado pela instituição,https://rsdjournal.org/index.php/rsd/article/view/13603
